UGY;VOF;u/u_av_line;Points:0;Points:1;Points:2
-0.00025178;1;-0.0042892;0.0782;0.0022259;0.00011168
-0.00025311;1;-0.0043119;0.0782;0.0022287;0.00011183
-0.00025444;1;-0.0043346;0.0782;0.0022315;0.00011197
-0.00025578;1;-0.0043574;0.0782;0.0022344;0.00011211
-0.00025711;1;-0.0043801;0.0782;0.0022373;0.00011225
-0.00025845;1;-0.0044028;0.0782;0.0022401;0.0001124
-0.00025978;1;-0.0044256;0.0782;0.002243;0.00011254
-0.00026111;1;-0.0044483;0.0782;0.0022458;0.00011268
-0.00026245;1;-0.004471;0.0782;0.0022486;0.00011283
-0.00026378;1;-0.0044937;0.0782;0.0022515;0.00011297
-0.00026512;1;-0.0045165;0.0782;0.0022544;0.00011311
-0.00026645;1;-0.0045392;0.0782;0.0022572;0.00011326
-0.00026778;1;-0.0045619;0.0782;0.0022601;0.0001134
-0.00026912;1;-0.0045846;0.0782;0.0022629;0.00011354
-0.00027045;1;-0.0046074;0.0782;0.0022657;0.00011368
-0.00027193;1;-0.0046325;0.0782;0.0022686;0.00011383
-0.00027351;1;-0.0046594;0.0782;0.0022715;0.00011397
-0.00027508;1;-0.0046862;0.0782;0.0022743;0.00011411
-0.00027665;1;-0.004713;0.0782;0.0022772;0.00011426
-0.00027823;1;-0.0047399;0.0782;0.00228;0.0001144
-0.0002798;1;-0.0047667;0.0782;0.0022828;0.00011454
-0.00028138;1;-0.0047935;0.0782;0.0022857;0.00011469
-0.00028295;1;-0.0048203;0.0782;0.0022886;0.00011483
-0.00028453;1;-0.0048472;0.0782;0.0022914;0.00011497
-0.0002861;1;-0.004874;0.0782;0.0022943;0.00011511
-0.00028768;1;-0.0049008;0.0782;0.0022971;0.00011526
-0.00028925;1;-0.0049277;0.0782;0.0022999;0.0001154
-0.00029083;1;-0.0049545;0.0782;0.0023028;0.00011554
-0.0002924;1;-0.0049813;0.0782;0.0023057;0.00011569
-0.00029398;1;-0.0050081;0.0782;0.0023085;0.00011583
-0.00029555;1;-0.005035;0.0782;0.0023114;0.00011597
-0.00029713;1;-0.0050618;0.0782;0.0023142;0.00011612
-0.0002987;1;-0.0050886;0.0782;0.0023171;0.00011626
-0.00030028;1;-0.0051155;0.0782;0.0023199;0.0001164
-0.00030185;1;-0.0051423;0.0782;0.0023227;0.00011654
-0.00030343;1;-0.0051691;0.0782;0.0023256;0.00011669
-0.000305;1;-0.005196;0.0782;0.0023285;0.00011683
-0.00030658;1;-0.0052228;0.0782;0.0023313;0.00011697
-0.00030815;1;-0.0052496;0.0782;0.0023342;0.00011712
-0.00030973;1;-0.0052764;0.0782;0.002337;0.00011726
-0.0003113;1;-0.0053033;0.0782;0.0023398;0.0001174
-0.00031288;1;-0.0053301;0.0782;0.0023427;0.00011755
-0.00031445;1;-0.0053569;0.0782;0.0023456;0.00011769
-0.00031603;1;-0.0053838;0.0782;0.0023484;0.00011783
-0.0003176;1;-0.0054106;0.0782;0.0023513;0.00011797
-0.00031918;1;-0.0054374;0.0782;0.0023541;0.00011812
-0.00032075;1;-0.0054642;0.0782;0.0023569;0.00011826
-0.00032233;1;-0.0054911;0.0782;0.0023598;0.0001184
-0.0003239;1;-0.0055179;0.0782;0.0023627;0.00011855
-0.00032548;1;-0.0055447;0.0782;0.0023655;0.00011869
-0.00032705;1;-0.0055716;0.0782;0.0023684;0.00011883
-0.00032863;1;-0.0055984;0.0782;0.0023712;0.00011898
-0.0003302;1;-0.0056252;0.0782;0.002374;0.00011912
-0.00033178;1;-0.0056521;0.0782;0.0023769;0.00011926
-0.00033335;1;-0.0056789;0.0782;0.0023798;0.0001194
-0.00033493;1;-0.0057057;0.0782;0.0023826;0.00011955
-0.0003365;1;-0.0057325;0.0782;0.0023855;0.00011969
-0.00033807;1;-0.0057594;0.0782;0.0023883;0.00011983
-0.00033965;1;-0.0057862;0.0782;0.0023911;0.00011998
-0.00034122;1;-0.005813;0.0782;0.002394;0.00012012
-0.0003428;1;-0.0058399;0.0782;0.0023969;0.00012026
-0.00034437;1;-0.0058667;0.0782;0.0023997;0.00012041
-0.00034616;1;-0.0058972;0.0782;0.0024026;0.00012055
-0.000348;1;-0.0059285;0.0782;0.0024054;0.00012069
-0.00034984;1;-0.0059599;0.0782;0.0024083;0.00012083
-0.00035169;1;-0.0059912;0.0782;0.0024111;0.00012098
-0.00035353;1;-0.0060226;0.0782;0.0024139;0.00012112
-0.00035537;1;-0.006054;0.0782;0.0024168;0.00012126
-0.00035721;1;-0.0060853;0.0782;0.0024197;0.00012141
-0.00035905;1;-0.0061167;0.0782;0.0024225;0.00012155
-0.00036089;1;-0.006148;0.0782;0.0024254;0.00012169
-0.00036273;1;-0.0061794;0.0782;0.0024282;0.00012184
-0.00036457;1;-0.0062107;0.0782;0.002431;0.00012198
-0.00036641;1;-0.0062421;0.0782;0.0024339;0.00012212
-0.00036825;1;-0.0062735;0.0782;0.0024368;0.00012226
-0.00037009;1;-0.0063048;0.0782;0.0024396;0.00012241
-0.00037193;1;-0.0063362;0.0782;0.0024425;0.00012255
-0.00037377;1;-0.0063675;0.0782;0.0024453;0.00012269
-0.00037561;1;-0.0063989;0.0782;0.0024481;0.00012284
-0.00037746;1;-0.0064302;0.0782;0.002451;0.00012298
-0.0003793;1;-0.0064616;0.0782;0.0024539;0.00012312
-0.00038114;1;-0.006493;0.0782;0.0024567;0.00012327
-0.00038298;1;-0.0065243;0.0782;0.0024596;0.00012341
-0.00038482;1;-0.0065557;0.0782;0.0024624;0.00012355
-0.00038666;1;-0.006587;0.0782;0.0024652;0.00012369
-0.0003885;1;-0.0066184;0.0782;0.0024681;0.00012384
-0.00039034;1;-0.0066498;0.0782;0.002471;0.00012398
-0.00039218;1;-0.0066811;0.0782;0.0024738;0.00012412
-0.00039402;1;-0.0067125;0.0782;0.0024767;0.00012427
-0.00039586;1;-0.0067438;0.0782;0.0024795;0.00012441
-0.0003977;1;-0.0067752;0.0782;0.0024823;0.00012455
-0.00039954;1;-0.0068065;0.0782;0.0024852;0.0001247
-0.00040138;1;-0.0068379;0.0782;0.0024881;0.00012484
-0.00040323;1;-0.0068693;0.0782;0.0024909;0.00012498
-0.00040507;1;-0.0069006;0.0782;0.0024938;0.00012512
-0.00040691;1;-0.006932;0.0782;0.0024966;0.00012527
-0.00040875;1;-0.0069633;0.0782;0.0024994;0.00012541
-0.00041059;1;-0.0069947;0.0782;0.0025023;0.00012555
-0.00041243;1;-0.0070261;0.0782;0.0025052;0.0001257
-0.00041427;1;-0.0070574;0.0782;0.002508;0.00012584
-0.00041611;1;-0.0070888;0.0782;0.0025109;0.00012598
-0.00041795;1;-0.0071201;0.0782;0.0025137;0.00012613
-0.00041979;1;-0.0071515;0.0782;0.0025166;0.00012627
-0.00042163;1;-0.0071828;0.0782;0.0025194;0.00012641
-0.00042347;1;-0.0072142;0.0782;0.0025222;0.00012655
-0.00042531;1;-0.0072456;0.0782;0.0025251;0.0001267
-0.00042715;1;-0.0072769;0.0782;0.002528;0.00012684
-0.000429;1;-0.0073083;0.0782;0.0025308;0.00012698
-0.00043084;1;-0.0073397;0.0782;0.0025337;0.00012713
-0.00043297;1;-0.007376;0.0782;0.0025365;0.00012727
-0.00043511;1;-0.0074124;0.0782;0.0025393;0.00012741
-0.00043724;1;-0.0074487;0.0782;0.0025422;0.00012756
-0.00043937;1;-0.007485;0.0782;0.0025451;0.0001277
-0.0004415;1;-0.0075213;0.0782;0.0025479;0.00012784
-0.00044363;1;-0.0075576;0.0782;0.0025508;0.00012798
-0.00044577;1;-0.007594;0.0782;0.0025536;0.00012813
-0.0004479;1;-0.0076303;0.0782;0.0025564;0.00012827
-0.00045003;1;-0.0076666;0.0782;0.0025593;0.00012841
-0.00045216;1;-0.0077029;0.0782;0.0025622;0.00012856
-0.00045429;1;-0.0077392;0.0782;0.002565;0.0001287
-0.00045643;1;-0.0077756;0.0782;0.0025679;0.00012884
-0.00045856;1;-0.0078119;0.0782;0.0025707;0.00012899
-0.00046069;1;-0.0078482;0.0782;0.0025735;0.00012913
-0.00046282;1;-0.0078845;0.0782;0.0025764;0.00012927
-0.00046495;1;-0.0079208;0.0782;0.0025793;0.00012941
-0.00046708;1;-0.0079572;0.0782;0.0025821;0.00012956
-0.00046922;0.99999;-0.0079935;0.0782;0.002585;0.0001297
-0.00047135;0.99999;-0.0080298;0.0782;0.0025878;0.00012984
-0.00047348;0.99999;-0.0080661;0.0782;0.0025906;0.00012999
-0.00047561;0.99999;-0.0081024;0.0782;0.0025935;0.00013013
-0.00047775;0.99999;-0.0081388;0.0782;0.0025964;0.00013027
-0.00047988;0.99999;-0.0081751;0.0782;0.0025992;0.00013042
-0.00048201;0.99999;-0.0082114;0.0782;0.0026021;0.00013056
-0.00048414;0.99999;-0.0082477;0.0782;0.0026049;0.0001307
-0.00048627;0.99999;-0.008284;0.0782;0.0026078;0.00013084
-0.0004884;0.99999;-0.0083204;0.0782;0.0026106;0.00013099
-0.00049054;0.99999;-0.0083567;0.0782;0.0026134;0.00013113
-0.00049267;0.99999;-0.008393;0.0782;0.0026163;0.00013127
-0.0004948;0.99999;-0.0084293;0.0782;0.0026192;0.00013142
-0.00049693;0.99999;-0.0084656;0.0782;0.002622;0.00013156
-0.00049906;0.99999;-0.008502;0.0782;0.0026249;0.0001317
-0.0005012;0.99999;-0.0085383;0.0782;0.0026277;0.00013185
-0.00050333;0.99999;-0.0085746;0.0782;0.0026305;0.00013199
-0.00050546;0.99999;-0.0086109;0.0782;0.0026334;0.00013213
-0.00050759;0.99999;-0.0086472;0.0782;0.0026363;0.00013227
-0.00050972;0.99999;-0.0086836;0.0782;0.0026391;0.00013242
-0.00051186;0.99999;-0.0087199;0.0782;0.002642;0.00013256
-0.00051399;0.99999;-0.0087562;0.0782;0.0026448;0.0001327
-0.00051612;0.99999;-0.0087925;0.0782;0.0026476;0.00013285
-0.00051825;0.99999;-0.0088288;0.0782;0.0026505;0.00013299
-0.00052038;0.99999;-0.0088652;0.0782;0.0026534;0.00013313
-0.00052252;0.99999;-0.0089015;0.0782;0.0026562;0.00013328
-0.00052465;0.99999;-0.0089378;0.0782;0.0026591;0.00013342
-0.00052678;0.99999;-0.0089741;0.0782;0.0026619;0.00013356
-0.00052891;0.99999;-0.0090104;0.0782;0.0026647;0.0001337
-0.00053112;0.99833;-0.009048;0.0782;0.0026676;0.00013385
-0.00053357;0.99107;-0.0090898;0.0782;0.0026705;0.00013399
-0.00053603;0.98381;-0.0091316;0.0782;0.0026733;0.00013413
-0.00053848;0.97655;-0.0091734;0.0782;0.0026762;0.00013428
-0.00054094;0.96929;-0.0092153;0.0782;0.002679;0.00013442
-0.00054339;0.96203;-0.0092571;0.0782;0.0026818;0.00013456
-0.00054584;0.95477;-0.0092989;0.0782;0.0026847;0.00013471
-0.0005483;0.94751;-0.0093407;0.0782;0.0026876;0.00013485
-0.00055075;0.94025;-0.0093825;0.0782;0.0026904;0.00013499
-0.00055321;0.93299;-0.0094243;0.0782;0.0026933;0.00013513
-0.00055566;0.92573;-0.0094661;0.0782;0.0026961;0.00013528
-0.00055812;0.91847;-0.0095079;0.0782;0.002699;0.00013542
-0.00056057;0.91121;-0.0095498;0.0782;0.0027018;0.00013556
-0.00056302;0.90395;-0.0095916;0.0782;0.0027046;0.00013571
-0.00056548;0.89669;-0.0096334;0.0782;0.0027075;0.00013585
-0.00056793;0.88943;-0.0096752;0.0782;0.0027104;0.00013599
-0.00057039;0.88217;-0.009717;0.0782;0.0027132;0.00013614
-0.00057284;0.87491;-0.0097588;0.0782;0.0027161;0.00013628
-0.0005753;0.86765;-0.0098006;0.0782;0.0027189;0.00013642
-0.00057775;0.86039;-0.0098424;0.0782;0.0027217;0.00013656
-0.0005802;0.85313;-0.0098842;0.0782;0.0027246;0.00013671
-0.00058266;0.84587;-0.0099261;0.0782;0.0027275;0.00013685
-0.00058511;0.83861;-0.0099679;0.0782;0.0027303;0.00013699
-0.00058757;0.83135;-0.01001;0.0782;0.0027332;0.00013714
-0.00059002;0.82409;-0.010051;0.0782;0.002736;0.00013728
-0.00059248;0.81683;-0.010093;0.0782;0.0027388;0.00013742
-0.00059493;0.80957;-0.010135;0.0782;0.0027417;0.00013757
-0.00059739;0.80231;-0.010177;0.0782;0.0027446;0.00013771
-0.00059984;0.79505;-0.010219;0.0782;0.0027474;0.00013785
-0.00060229;0.78779;-0.010261;0.0782;0.0027503;0.00013799
-0.00060475;0.78053;-0.010302;0.0782;0.0027531;0.00013814
-0.0006072;0.77327;-0.010344;0.0782;0.0027559;0.00013828
-0.00060966;0.76601;-0.010386;0.0782;0.0027588;0.00013842
-0.00061211;0.75875;-0.010428;0.0782;0.0027617;0.00013857
-0.00061457;0.75149;-0.01047;0.0782;0.0027645;0.00013871
-0.00061702;0.74423;-0.010511;0.0782;0.0027674;0.00013885
-0.00061947;0.73697;-0.010553;0.0782;0.0027702;0.000139
-0.00062193;0.72971;-0.010595;0.0782;0.002773;0.00013914
-0.00062438;0.72245;-0.010637;0.0782;0.0027759;0.00013928
-0.00062684;0.71519;-0.010679;0.0782;0.0027788;0.00013942
-0.00062929;0.70793;-0.01072;0.0782;0.0027816;0.00013957
-0.00063175;0.70067;-0.010762;0.0782;0.0027845;0.00013971
-0.0006342;0.69341;-0.010804;0.0782;0.0027873;0.00013985
-0.00063665;0.68615;-0.010846;0.0782;0.0027901;0.00014
-0.00063911;0.67889;-0.010888;0.0782;0.002793;0.00014014
-0.00064156;0.67163;-0.01093;0.0782;0.0027959;0.00014028
-0.00064402;0.66437;-0.010971;0.0782;0.0027987;0.00014043
-0.00064657;0.6556;-0.011015;0.0782;0.0028016;0.00014057
-0.00064926;0.64492;-0.011061;0.0782;0.0028044;0.00014071
-0.00065194;0.63423;-0.011106;0.0782;0.0028073;0.00014085
-0.00065463;0.62354;-0.011152;0.0782;0.0028101;0.000141
-0.00065731;0.61286;-0.011198;0.0782;0.0028129;0.00014114
-0.00065999;0.60217;-0.011244;0.0782;0.0028158;0.00014128
-0.00066268;0.59149;-0.011289;0.0782;0.0028187;0.00014143
-0.00066536;0.5808;-0.011335;0.0782;0.0028215;0.00014157
-0.00066805;0.57011;-0.011381;0.0782;0.0028244;0.00014171
-0.00067073;0.55943;-0.011426;0.0782;0.0028272;0.00014186
-0.00067341;0.54874;-0.011472;0.0782;0.00283;0.000142
-0.0006761;0.53806;-0.011518;0.0782;0.0028329;0.00014214
-0.00067878;0.52737;-0.011564;0.0782;0.0028358;0.00014228
-0.00068147;0.51668;-0.011609;0.0782;0.0028386;0.00014243
-0.00068415;0.506;-0.011655;0.0782;0.0028415;0.00014257
-0.00068684;0.49531;-0.011701;0.0782;0.0028443;0.00014271
-0.00068952;0.48463;-0.011747;0.0782;0.0028471;0.00014286
-0.0006922;0.47394;-0.011792;0.0782;0.00285;0.000143
